run,step,loss
small-sc341-nsp-small,2329,3.008206605911255
small-sc341-nsp-small,2337,2.9893150329589844
small-sc341-nsp-small,2340,3.0660476684570312
small-sc341-nsp-small,2347,3.110875129699707
small-sc341-nsp-small,2367,3.1329872608184814
small-sc341-nsp-small,2376,2.997732162475586
small-sc341-nsp-small,2381,3.0085878372192383
small-sc341-nsp-small,2383,2.982698917388916
small-sc341-nsp-small,2388,3.069178581237793
small-sc341-nsp-small,2396,2.944740056991577
small-sc341-nsp-small,2398,3.114790678024292
small-sc341-nsp-small,2400,3.1193490028381348
small-sc341-nsp-small,2410,3.1095974445343018
small-sc341-nsp-small,2412,3.123213529586792
small-sc341-nsp-small,2415,3.019127607345581
small-sc341-nsp-small,2417,3.011117458343506
small-sc341-nsp-small,2427,3.0346500873565674
small-sc341-nsp-small,2436,3.0151193141937256
small-sc341-nsp-small,2457,2.996737480163574
small-sc341-nsp-small,2459,3.1289801597595215
small-sc341-nsp-small,2460,3.125281810760498
small-sc341-nsp-small,2463,3.160748243331909
small-sc341-nsp-small,2464,3.0726206302642822
small-sc341-nsp-small,2469,2.9602298736572266
small-sc341-nsp-small,2472,3.033604383468628
small-sc341-nsp-small,2481,3.035736083984375
small-sc341-nsp-small,2482,2.9805173873901367
small-sc341-nsp-small,2489,3.0604171752929688
small-sc341-nsp-small,2493,2.986137866973877
small-sc341-nsp-small,2500,10.4093599319458
small-sc341-nsp-small,2502,6.959023952484131
small-sc341-nsp-small,2507,5.82027006149292
small-sc341-nsp-small,2508,5.784920692443848
small-sc341-nsp-small,2512,5.347982883453369
small-sc341-nsp-small,2523,5.125668048858643
small-sc341-nsp-small,2525,5.043410778045654
small-sc341-nsp-small,2532,4.869564533233643
small-sc341-nsp-small,2535,4.876136779785156
small-sc341-nsp-small,2536,4.733070373535156
small-sc341-nsp-small,2540,4.673025608062744
small-sc341-nsp-small,2541,4.873507022857666
small-sc341-nsp-small,2542,4.894423961639404
small-sc341-nsp-small,2543,4.824324607849121
small-sc341-nsp-small,2545,4.727196216583252
small-sc341-nsp-small,2551,4.605899333953857
small-sc341-nsp-small,2554,4.608649253845215
small-sc341-nsp-small,2558,4.680470943450928
small-sc341-nsp-small,2559,4.6061859130859375
small-sc341-nsp-small,2565,4.623315811157227
small-sc341-nsp-small,2575,4.499682426452637
small-sc341-nsp-small,2577,4.6060614585876465
small-sc341-nsp-small,2581,4.475998878479004
small-sc341-nsp-small,2583,4.562806129455566
small-sc341-nsp-small,2590,4.492678165435791
small-sc341-nsp-small,2592,4.564492225646973
small-sc341-nsp-small,2601,4.469299793243408
small-sc341-nsp-small,2603,4.396590232849121
small-sc341-nsp-small,2604,4.398768901824951
small-sc341-nsp-small,2605,4.568153381347656
small-sc341-nsp-small,2612,4.4102888107299805
small-sc341-nsp-small,2616,4.598057270050049
small-sc341-nsp-small,2634,4.436797142028809
small-sc341-nsp-small,2638,4.458705902099609
small-sc341-nsp-small,2645,4.505593299865723
small-sc341-nsp-small,2646,4.393581390380859
small-sc341-nsp-small,2659,4.516526222229004
small-sc341-nsp-small,2664,4.430999755859375
small-sc341-nsp-small,2669,4.422580718994141
small-sc341-nsp-small,2678,4.286858558654785
small-sc341-nsp-small,2679,4.402777194976807
small-sc341-nsp-small,2680,4.385486125946045
small-sc341-nsp-small,2684,4.289149761199951
small-sc341-nsp-small,2687,4.226945400238037
small-sc341-nsp-small,2689,4.269453048706055
small-sc341-nsp-small,2695,4.285092830657959
small-sc341-nsp-small,2700,4.323522090911865
small-sc341-nsp-small,2706,4.343212604522705
small-sc341-nsp-small,2710,4.3673996925354
small-sc341-nsp-small,2713,4.26573371887207
small-sc341-nsp-small,2715,4.237335681915283
small-sc341-nsp-small,2723,4.24197244644165
small-sc341-nsp-small,2728,4.3426432609558105
small-sc341-nsp-small,2731,4.202500343322754
small-sc341-nsp-small,2733,4.238688945770264
small-sc341-nsp-small,2734,4.215863227844238
small-sc341-nsp-small,2751,4.223424911499023
small-sc341-nsp-small,2752,4.21382474899292
small-sc341-nsp-small,2753,4.117487907409668
small-sc341-nsp-small,2757,4.285676002502441
small-sc341-nsp-small,2761,4.282788276672363
small-sc341-nsp-small,2762,4.284243106842041
small-sc341-nsp-small,2764,4.212146759033203
small-sc341-nsp-small,2768,4.165045261383057
small-sc341-nsp-small,2769,4.140301704406738
small-sc341-nsp-small,2771,4.325676918029785
small-sc341-nsp-small,2790,4.120172023773193
small-sc341-nsp-small,2803,4.140851974487305
small-sc341-nsp-small,2804,4.279062271118164
small-sc341-nsp-small,2820,4.222527027130127
small-sc341-nsp-small,2831,4.03672456741333
